Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
18003;Miskolc;Alkotmány utca 84;2015. 08. 18. 0:00:00;v5.9;18;-;2017. 05. 18. 0:00:00;ATM;Soft 3.7;192.168.12.32;Windows;863126990
18004;Budakeszi;Erkel Ferenc utca 33;2015. 01. 13. 0:00:00;v3.5;16;-;2015. 08. 13. 0:00:00;ATM;Soft 1.4;192.168.31.21;Windows;182896841
18005;Nyíregyháza;Szent István utca 49;2024. 06. 04. 0:00:00;v8.0;17;raktárban;2025. 01. 04. 0:00:00;ATM;Soft 4.9;192.168.135.240;Windows;998470373
18006;Dabas;Mátyás király utca 9;2023. 09. 25. 0:00:00;v7.1;14;-;2024. 12. 25. 0:00:00;ATM;Soft 1.0;192.168.8.2;Windows;925946842
18007;Gyöngyös;Bem utca 29;2024. 10. 12. 0:00:00;v4.7;20;raktárban;2025. 07. 12. 0:00:00;ATM;Soft 4.4;192.168.98.172;Windows;961062957
18008;Miskolc;Fő utca 56;2015. 05. 28. 0:00:00;v1.8;12;-;2015. 12. 28. 0:00:00;ATM;Soft 1.8;192.168.49.38;Windows;746541028
18009;Tolna;Tavaszmező utca 46;2024. 04. 29. 0:00:00;v3.4;20;raktárban;2026. 01. 29. 0:00:00;ATM;Soft 3.3;192.168.0.218;Windows;574738685
18010;Füzesabony;Sport utca 64;2021. 08. 24. 0:00:00;v2.6;13;aktív;2023. 02. 24. 0:00:00;ATM;Soft 1.7;192.168.17.18;Windows;929456217
18011;Cegléd;Templom utca 63;2017. 07. 02. 0:00:00;v4.0;19;-;2018. 11. 02. 0:00:00;ATM;Soft 3.1;192.168.228.231;Windows;210601053
18012;Ráckeve;Csokonai utca 5;2017. 12. 28. 0:00:00;v2.5;13;-;2019. 01. 28. 0:00:00;ATM;Soft 4.1;192.168.165.87;Windows;729968183
18013;Ajka;Virág utca 96;2023. 09. 21. 0:00:00;v2.3;19;raktárban;2024. 06. 21. 0:00:00;ATM;Soft 1.0;192.168.71.122;Windows;959968704
18014;Csömör;Petőfi utca 87;2015. 10. 27. 0:00:00;v8.7;18;-;2015. 12. 27. 0:00:00;ATM;Soft 4.4;192.168.180.203;Windows;595211484
18015;Fót;Munkás utca 37;2017. 05. 17. 0:00:00;v8.9;20;-;2018. 09. 17. 0:00:00;ATM;Soft 3.9;192.168.176.215;Windows;992313671
18016;Ajka;Kossuth utca 76;2021. 12. 03. 0:00:00;v7.7;19;-;2022. 05. 03. 0:00:00;ATM;Soft 3.1;192.168.174.231;Windows;338549477
18017;Budakeszi;Orgona utca 64;2022. 02. 06. 0:00:00;v4.2;12;-;2023. 04. 06. 0:00:00;ATM;Soft 4.9;192.168.254.251;Windows;243223345
18018;Vác;Orgona utca 27;2018. 02. 05. 0:00:00;v1.1;14;raktárban;2019. 10. 05. 0:00:00;ATM;Soft 2.7;192.168.76.16;Windows;793179032
18019;Ráckeve;Sport utca 34;2023. 06. 15. 0:00:00;v7.6;15;aktív;2024. 08. 15. 0:00:00;ATM;Soft 1.3;192.168.12.223;Windows;522099190
18020;Szentendre;Honvéd utca 41;2020. 12. 06. 0:00:00;v1.7;18;-;2022. 01. 06. 0:00:00;ATM;Soft 2.2;192.168.242.84;Windows;180409715
18021;Ajka;Közép utca 42;2021. 04. 03. 0:00:00;v8.3;17;-;2022. 08. 03. 0:00:00;ATM;Soft 2.1;192.168.63.7;Windows;360652639
18022;Mosonmagyaróvár;Vasút utca 58;2016. 12. 30. 0:00:00;v2.2;15;raktárban;2018. 03. 30. 0:00:00;ATM;Soft 4.4;192.168.111.167;Windows;737621848
18023;Komló;Béke utca 21;2019. 06. 30. 0:00:00;v7.3;16;-;2020. 09. 30. 0:00:00;ATM;Soft 1.6;192.168.40.115;Windows;566355263
18024;Balatonfüred;Kossuth tér 79;2016. 01. 01. 0:00:00;v6.1;17;-;2017. 07. 01. 0:00:00;ATM;Soft 2.0;192.168.251.69;Windows;133728206
18025;Kőszeg;Munkás utca 47;2022. 04. 17. 0:00:00;v2.9;20;-;2022. 07. 17. 0:00:00;ATM;Soft 4.3;192.168.118.222;Windows;477843898
18026;Kaba;Iskola utca 67;2016. 03. 31. 0:00:00;v9.4;18;-;2017. 08. 31. 0:00:00;ATM;Soft 3.2;192.168.212.167;Windows;893834528
18027;Gyöngyös;Rákóczi utca 96;2015. 08. 22. 0:00:00;v3.2;13;-;2016. 12. 22. 0:00:00;ATM;Soft 3.6;192.168.37.112;Windows;558537019
18028;Sopron;Új utca 40;2023. 10. 07. 0:00:00;v9.3;14;-;2024. 03. 07. 0:00:00;ATM;Soft 2.0;192.168.17.85;Windows;193499796
18029;Karcag;Hársfa utca 34;2017. 02. 13. 0:00:00;v6.6;12;raktárban;2017. 09. 13. 0:00:00;ATM;Soft 3.9;192.168.39.191;Windows;148619986
18030;Cegléd;Gyöngyvirág utca 75;2016. 11. 21. 0:00:00;v8.5;18;aktív;2017. 10. 21. 0:00:00;ATM;Soft 1.2;192.168.77.158;Windows;399414401
18031;Ajka;Rózsa utca 68;2024. 07. 16. 0:00:00;v9.8;18;aktív;2024. 11. 16. 0:00:00;ATM;Soft 3.6;192.168.86.114;Windows;984579094
18032;Gyál;Béke utca 23;2019. 08. 12. 0:00:00;v6.2;13;raktárban;2021. 04. 12. 0:00:00;ATM;Soft 1.5;192.168.114.28;Windows;302318390
18033;Hatvan;Vasút utca 64;2018. 02. 22. 0:00:00;v3.0;17;-;2018. 10. 22. 0:00:00;ATM;Soft 1.6;192.168.152.188;Windows;920817166
18034;Komárom;Petőfi utca 89;2020. 08. 16. 0:00:00;v1.4;18;-;2022. 05. 16. 0:00:00;ATM;Soft 1.3;192.168.60.197;Windows;751951715
18035;Győr;Új utca 49;2018. 12. 24. 0:00:00;v8.2;19;aktív;2020. 06. 24. 0:00:00;ATM;Soft 2.0;192.168.133.88;Windows;481125596
18036;Orosháza;Tavaszmező utca 65;2018. 08. 27. 0:00:00;v7.6;18;aktív;2019. 11. 27. 0:00:00;ATM;Soft 4.1;192.168.242.133;Windows;577196592
18037;Miskolc;Deák Ferenc utca 35;2020. 02. 25. 0:00:00;v3.4;16;-;2021. 02. 25. 0:00:00;ATM;Soft 4.1;192.168.214.187;Windows;819943377
18038;Kazincbarcika;Szőlő utca 14;2023. 12. 07. 0:00:00;v9.3;14;-;2025. 02. 07. 0:00:00;ATM;Soft 1.8;192.168.55.165;Windows;689530017
18039;Mezőkövesd;Kossuth utca 8;2015. 09. 16. 0:00:00;v4.5;19;-;2016. 05. 16. 0:00:00;ATM;Soft 1.4;192.168.107.211;Windows;797306081
18040;Tatabánya;Hegyalja utca 90;2018. 04. 05. 0:00:00;v7.8;17;aktív;2020. 01. 05. 0:00:00;ATM;Soft 2.8;192.168.129.19;Windows;272495352
18041;Sárbogárd;Szent István utca 93;2024. 02. 16. 0:00:00;v5.1;19;-;2025. 06. 16. 0:00:00;ATM;Soft 4.5;192.168.111.230;Windows;797845346
18042;Vác;Tavaszmező utca 46;2016. 07. 17. 0:00:00;v4.7;12;-;2016. 11. 17. 0:00:00;ATM;Soft 2.4;192.168.176.197;Windows;254677066
18043;Makó;Petőfi utca 77;2018. 04. 09. 0:00:00;v2.5;20;aktív;2018. 08. 09. 0:00:00;ATM;Soft 4.5;192.168.103.69;Windows;121267876
18044;Sárvár;Templom utca 12;2018. 02. 05. 0:00:00;v3.4;15;aktív;2019. 12. 05. 0:00:00;ATM;Soft 3.7;192.168.107.29;Windows;533511183
18045;Szentgotthárd;Erkel Ferenc utca 4;2018. 02. 06. 0:00:00;v8.2;13;aktív;2018. 09. 06. 0:00:00;ATM;Soft 3.8;192.168.225.119;Windows;402769602
18046;Hajdúszoboszló;Rákóczi tér 62;2018. 03. 08. 0:00:00;v3.0;19;aktív;2018. 12. 08. 0:00:00;ATM;Soft 2.1;192.168.9.241;Windows;234730247
18047;Hódmezővásárhely;Béke utca 23;2023. 07. 16. 0:00:00;v2.3;13;-;2024. 11. 16. 0:00:00;ATM;Soft 4.0;192.168.31.167;Windows;765027000
18048;Zalaegerszeg;Arany János utca 72;2020. 04. 20. 0:00:00;v1.2;19;-;2022. 02. 20. 0:00:00;ATM;Soft 3.5;192.168.84.51;Windows;585434305
18049;Balassagyarmat;Szabadság utca 13;2018. 05. 26. 0:00:00;v8.9;15;aktív;2019. 10. 26. 0:00:00;ATM;Soft 1.8;192.168.19.222;Windows;693881782
18050;Komló;Temető utca 64;2015. 10. 17. 0:00:00;v9.4;18;aktív;2016. 10. 17. 0:00:00;ATM;Soft 4.7;192.168.161.230;Windows;159362201
18051;Körmend;Dózsa György utca 21;2021. 01. 01. 0:00:00;v8.8;18;aktív;2022. 05. 01. 0:00:00;ATM;Soft 4.9;192.168.145.112;Windows;239545226
18052;Eger;Bem utca 4;2016. 04. 21. 0:00:00;v3.6;18;-;2017. 02. 21. 0:00:00;ATM;Soft 3.6;192.168.77.134;Windows;666157731
18053;Gyömrő;Hársfa utca 3;2019. 08. 20. 0:00:00;v5.4;16;aktív;2021. 03. 20. 0:00:00;ATM;Soft 1.2;192.168.129.106;Windows;996632909
18054;Érd;Kossuth tér 98;2020. 04. 24. 0:00:00;v3.0;17;-;2021. 10. 24. 0:00:00;ATM;Soft 2.3;192.168.123.194;Windows;522617561
18055;Tolna;Szabadság utca 65;2015. 11. 24. 0:00:00;v5.8;12;-;2016. 04. 24. 0:00:00;ATM;Soft 1.1;192.168.166.131;Windows;577792168
18056;Kecskemét;Erkel Ferenc utca 37;2024. 03. 11. 0:00:00;v1.5;18;-;2024. 11. 11. 0:00:00;ATM;Soft 2.4;192.168.109.43;Windows;408767939
18057;Szigetszentmiklós;Munkás utca 88;2019. 08. 28. 0:00:00;v2.5;18;-;2021. 07. 28. 0:00:00;ATM;Soft 3.2;192.168.33.26;Windows;808845598
18058;Mezőkövesd;Vörösmarty utca 80;2016. 04. 08. 0:00:00;v1.3;12;-;2017. 09. 08. 0:00:00;ATM;Soft 1.6;192.168.95.109;Windows;452639624
18059;Sümeg;Széchenyi utca 17;2020. 01. 23. 0:00:00;v7.2;20;-;2020. 05. 23. 0:00:00;ATM;Soft 3.2;192.168.77.148;Windows;999253241
18060;Szolnok;Alkotmány utca 54;2020. 07. 04. 0:00:00;v7.2;19;aktív;2020. 12. 04. 0:00:00;ATM;Soft 4.3;192.168.127.86;Windows;461192132
18061;Szombathely;Bartók Béla utca 61;2017. 03. 30. 0:00:00;v3.5;12;-;2018. 09. 30. 0:00:00;ATM;Soft 3.6;192.168.210.255;Windows;507974612
18062;Pilisszentiván;Jókai utca 64;2024. 03. 22. 0:00:00;v2.5;16;raktárban;2024. 05. 22. 0:00:00;ATM;Soft 1.2;192.168.47.112;Windows;887546607
18063;Eger;Mátyás király utca 18;2015. 05. 02. 0:00:00;v6.6;13;aktív;2016. 02. 02. 0:00:00;ATM;Soft 1.7;192.168.136.112;Windows;975260097
18064;Szentgotthárd;Hársfa utca 25;2020. 01. 10. 0:00:00;v2.7;17;-;2020. 09. 10. 0:00:00;ATM;Soft 2.6;192.168.146.250;Windows;336424965
18065;Tolna;Hegyalja utca 34;2023. 06. 05. 0:00:00;v9.4;19;raktárban;2024. 03. 05. 0:00:00;ATM;Soft 2.4;192.168.145.142;Windows;108141742
18066;Békéscsaba;Alkotmány utca 10;2022. 07. 23. 0:00:00;v4.1;16;-;2022. 11. 23. 0:00:00;ATM;Soft 3.0;192.168.208.184;Windows;176687093
18067;Gödöllő;Szőlő utca 55;2022. 12. 01. 0:00:00;v9.6;12;-;2023. 10. 01. 0:00:00;ATM;Soft 3.3;192.168.6.70;Windows;876040779
18068;Szolnok;Vasút utca 61;2019. 01. 08. 0:00:00;v1.6;20;-;2019. 04. 08. 0:00:00;ATM;Soft 3.7;192.168.59.143;Windows;332682359
18069;Gödöllő;Új utca 11;2017. 08. 25. 0:00:00;v7.5;13;-;2019. 04. 25. 0:00:00;ATM;Soft 4.9;192.168.205.145;Windows;568754296
18070;Lőrinci;Fő utca 61;2019. 09. 12. 0:00:00;v4.0;16;aktív;2020. 10. 12. 0:00:00;ATM;Soft 1.8;192.168.137.79;Windows;947770599
18071;Kaposvár;Madách utca 95;2023. 11. 23. 0:00:00;v2.3;14;raktárban;2025. 03. 23. 0:00:00;ATM;Soft 1.5;192.168.72.104;Windows;660596932
18072;Fót;Ady Endre utca 3;2016. 05. 21. 0:00:00;v7.8;19;aktív;2017. 06. 21. 0:00:00;ATM;Soft 3.4;192.168.131.21;Windows;390394002
18073;Zalaegerszeg;Rákóczi utca 72;2019. 07. 31. 0:00:00;v6.5;20;aktív;2021. 03. 31. 0:00:00;ATM;Soft 2.3;192.168.224.14;Windows;807587426
18074;Vecsés;Vörösmarty utca 84;2023. 02. 03. 0:00:00;v9.3;12;aktív;2024. 09. 03. 0:00:00;ATM;Soft 3.3;192.168.129.220;Windows;203253755
18075;Kőszeg;Új utca 39;2018. 12. 22. 0:00:00;v3.4;19;aktív;2020. 07. 22. 0:00:00;ATM;Soft 1.1;192.168.244.171;Windows;951734551
18076;Balatonfüred;Kert utca 79;2016. 02. 04. 0:00:00;v7.1;12;aktív;2017. 12. 04. 0:00:00;ATM;Soft 2.5;192.168.181.230;Windows;570199995
18077;Érd;Petőfi utca 52;2020. 12. 17. 0:00:00;v7.2;17;-;2021. 12. 17. 0:00:00;ATM;Soft 4.4;192.168.112.253;Windows;152866447
18078;Gyula;Szabadság utca 98;2018. 03. 11. 0:00:00;v2.8;13;-;2020. 02. 11. 0:00:00;ATM;Soft 3.6;192.168.1.114;Windows;631166250
18079;Kazincbarcika;Madách utca 17;2018. 11. 17. 0:00:00;v9.6;16;-;2020. 06. 17. 0:00:00;ATM;Soft 2.8;192.168.72.140;Windows;522425637
18080;Siklós;Rákóczi utca 43;2023. 06. 14. 0:00:00;v9.3;13;-;2024. 11. 14. 0:00:00;ATM;Soft 3.8;192.168.247.1;Windows;436387703
18081;Tiszafüred;Honvéd utca 54;2020. 07. 12. 0:00:00;v4.5;13;raktárban;2020. 10. 12. 0:00:00;ATM;Soft 4.8;192.168.89.116;Windows;581529469
18082;Balatonalmádi;Iskola utca 27;2016. 09. 19. 0:00:00;v4.6;18;-;2018. 01. 19. 0:00:00;ATM;Soft 1.0;192.168.140.194;Windows;696710605
18083;Nagykőrös;Vörösmarty utca 88;2021. 04. 07. 0:00:00;v9.1;15;-;2022. 06. 07. 0:00:00;ATM;Soft 4.7;192.168.64.178;Windows;480177327
18084;Zirc;Táncsics Mihály utca 35;2023. 08. 07. 0:00:00;v3.0;15;aktív;2024. 06. 07. 0:00:00;ATM;Soft 3.6;192.168.112.138;Windows;490716265
18085;Gyöngyös;Szabadság utca 70;2021. 07. 21. 0:00:00;v6.9;19;aktív;2022. 12. 21. 0:00:00;ATM;Soft 4.8;192.168.60.56;Windows;919289634
18086;Békéscsaba;Rákóczi utca 95;2023. 11. 30. 0:00:00;v7.0;16;raktárban;2025. 10. 30. 0:00:00;ATM;Soft 4.3;192.168.83.70;Windows;871443818
18087;Gödöllő;Béke utca 24;2015. 08. 05. 0:00:00;v7.4;12;aktív;2016. 08. 05. 0:00:00;ATM;Soft 4.1;192.168.225.48;Windows;196970409
18088;Komárom;Munkás utca 69;2023. 11. 27. 0:00:00;v5.1;17;-;2024. 07. 27. 0:00:00;ATM;Soft 4.3;192.168.120.174;Windows;929117265
18089;Szentendre;Rákóczi utca 44;2018. 05. 20. 0:00:00;v8.3;15;-;2019. 12. 20. 0:00:00;ATM;Soft 3.4;192.168.124.205;Windows;237186705
18090;Tata;Ady Endre utca 42;2017. 03. 29. 0:00:00;v9.0;18;aktív;2018. 06. 29. 0:00:00;ATM;Soft 4.5;192.168.77.4;Windows;851519571
18091;Hódmezővásárhely;Akácfa utca 53;2020. 03. 30. 0:00:00;v1.7;15;aktív;2021. 09. 30. 0:00:00;ATM;Soft 1.0;192.168.12.148;Windows;390100200
18092;Fót;Hegyalja utca 31;2022. 03. 25. 0:00:00;v4.2;12;aktív;2023. 01. 25. 0:00:00;ATM;Soft 2.5;192.168.230.179;Windows;499807165
18093;Makó;Sport utca 31;2021. 08. 01. 0:00:00;v5.1;14;raktárban;2021. 09. 01. 0:00:00;ATM;Soft 1.7;192.168.67.253;Windows;501305926
18094;Szekszárd;Rózsa utca 39;2022. 08. 02. 0:00:00;v1.3;17;aktív;2023. 10. 02. 0:00:00;ATM;Soft 3.9;192.168.77.4;Windows;234164555
18095;Szombathely;Rákóczi tér 44;2023. 10. 14. 0:00:00;v1.6;19;-;2024. 11. 14. 0:00:00;ATM;Soft 2.4;192.168.115.89;Windows;603360957
18096;Csömör;Temető utca 32;2018. 05. 13. 0:00:00;v1.0;18;raktárban;2020. 04. 13. 0:00:00;ATM;Soft 2.6;192.168.2.139;Windows;492550103
18097;Komló;Széchenyi utca 86;2023. 02. 01. 0:00:00;v1.0;17;-;2023. 10. 01. 0:00:00;ATM;Soft 1.4;192.168.146.68;Windows;706169878
18098;Tapolca;Bartók Béla utca 88;2018. 05. 18. 0:00:00;v1.9;15;-;2019. 06. 18. 0:00:00;ATM;Soft 2.3;192.168.66.58;Windows;906129056
18099;Esztergom;Bem utca 16;2020. 12. 04. 0:00:00;v3.4;15;-;2022. 04. 04. 0:00:00;ATM;Soft 1.7;192.168.178.140;Windows;439171454
18100;Kiskunhalas;Gyöngyvirág utca 24;2023. 07. 26. 0:00:00;v8.7;12;aktív;2024. 04. 26. 0:00:00;ATM;Soft 2.5;192.168.28.37;Windows;703836309
18101;Kecskemét;Ady Endre utca 90;2015. 08. 29. 0:00:00;v6.6;17;raktárban;2015. 12. 29. 0:00:00;ATM;Soft 4.3;192.168.43.112;Windows;259443079
18102;Veszprém;Rákóczi tér 2;2020. 01. 29. 0:00:00;v4.1;19;raktárban;2021. 04. 29. 0:00:00;ATM;Soft 2.7;192.168.76.149;Windows;595864866
18103;Gyál;Bartók Béla utca 54;2023. 03. 04. 0:00:00;v7.0;16;-;2024. 04. 04. 0:00:00;ATM;Soft 2.2;192.168.193.10;Windows;205844319
18104;Szombathely;Templom utca 24;2021. 10. 14. 0:00:00;v3.0;15;-;2023. 02. 14. 0:00:00;ATM;Soft 3.1;192.168.87.231;Windows;286474415
18105;Gárdony;Béke utca 4;2020. 09. 10. 0:00:00;v4.6;16;raktárban;2020. 12. 10. 0:00:00;ATM;Soft 1.4;192.168.154.235;Windows;731722514
18106;Kaposvár;Sport utca 61;2022. 10. 18. 0:00:00;v7.2;16;aktív;2023. 05. 18. 0:00:00;ATM;Soft 1.8;192.168.102.204;Windows;476023036
18107;Cegléd;Bartók Béla utca 88;2023. 12. 20. 0:00:00;v9.2;20;-;2024. 11. 20. 0:00:00;ATM;Soft 1.1;192.168.134.197;Windows;852970575
18108;Békéscsaba;Orgona utca 1;2015. 01. 02. 0:00:00;v5.6;18;aktív;2016. 04. 02. 0:00:00;ATM;Soft 4.4;192.168.13.206;Windows;524633527
18109;Székesfehérvár;Rózsa utca 94;2023. 02. 12. 0:00:00;v5.6;19;raktárban;2025. 01. 12. 0:00:00;ATM;Soft 2.3;192.168.57.45;Windows;507398527
18110;Ózd;Erkel Ferenc utca 23;2024. 10. 20. 0:00:00;v8.0;12;raktárban;2026. 06. 20. 0:00:00;ATM;Soft 1.9;192.168.65.24;Windows;397140709
18111;Balatonalmádi;Kossuth utca 81;2017. 11. 17. 0:00:00;v7.8;12;aktív;2018. 11. 17. 0:00:00;ATM;Soft 1.5;192.168.135.75;Windows;635257929
18112;Nagymaros;Erkel Ferenc utca 86;2022. 08. 28. 0:00:00;v3.7;19;aktív;2022. 10. 28. 0:00:00;ATM;Soft 1.7;192.168.97.241;Windows;625569342
18113;Lőrinci;Hegyalja utca 62;2024. 07. 10. 0:00:00;v5.6;18;-;2024. 12. 10. 0:00:00;ATM;Soft 4.7;192.168.42.19;Windows;672684583
18114;Makó;Rákóczi utca 93;2017. 09. 28. 0:00:00;v5.6;18;aktív;2018. 04. 28. 0:00:00;ATM;Soft 1.0;192.168.253.84;Windows;714642952
18115;Törökszentmiklós;Bem utca 28;2020. 03. 28. 0:00:00;v3.4;15;-;2020. 06. 28. 0:00:00;ATM;Soft 4.3;192.168.230.38;Windows;986444340
18116;Nyírbátor;Orgona utca 41;2015. 02. 09. 0:00:00;v3.6;18;aktív;2016. 04. 09. 0:00:00;ATM;Soft 2.7;192.168.31.243;Windows;357611309
18117;Celldömölk;Szabadság utca 31;2022. 06. 08. 0:00:00;v7.6;17;-;2024. 02. 08. 0:00:00;ATM;Soft 1.4;192.168.232.86;Windows;547282584
18118;Siklós;Csokonai utca 53;2020. 02. 10. 0:00:00;v7.0;13;raktárban;2021. 02. 10. 0:00:00;ATM;Soft 4.1;192.168.221.49;Windows;809459179
18119;Vác;Akácfa utca 9;2015. 10. 03. 0:00:00;v5.1;17;aktív;2017. 09. 03. 0:00:00;ATM;Soft 3.1;192.168.205.28;Windows;615431287
18120;Komárom;Fő utca 16;2021. 02. 10. 0:00:00;v1.5;18;aktív;2022. 08. 10. 0:00:00;ATM;Soft 4.9;192.168.17.223;Windows;109160502
18121;Szombathely;Rét utca 78;2023. 02. 28. 0:00:00;v1.4;17;aktív;2025. 01. 28. 0:00:00;ATM;Soft 2.0;192.168.190.36;Windows;949337294
18122;Mohács;Honvéd utca 53;2024. 10. 20. 0:00:00;v6.7;15;-;2025. 02. 20. 0:00:00;ATM;Soft 4.6;192.168.90.59;Windows;131210040
18123;Balassagyarmat;Hársfa utca 5;2018. 04. 17. 0:00:00;v6.0;13;raktárban;2019. 04. 17. 0:00:00;ATM;Soft 1.7;192.168.47.232;Windows;108964639
18124;Balassagyarmat;Jázmin utca 61;2024. 02. 10. 0:00:00;v5.4;16;-;2024. 06. 10. 0:00:00;ATM;Soft 3.9;192.168.54.245;Windows;427794156
18125;Pápa;Új utca 84;2018. 03. 15. 0:00:00;v2.4;17;aktív;2018. 05. 15. 0:00:00;ATM;Soft 1.0;192.168.235.0;Windows;431659105
18126;Kőszeg;Virág utca 44;2021. 11. 19. 0:00:00;v1.3;12;aktív;2023. 01. 19. 0:00:00;ATM;Soft 2.8;192.168.144.214;Windows;213551542
18127;Kunszentmiklós;Honvéd utca 87;2021. 01. 16. 0:00:00;v6.8;15;raktárban;2021. 08. 16. 0:00:00;ATM;Soft 3.7;192.168.171.187;Windows;598779299
18128;Balatonalmádi;Árpád utca 94;2017. 10. 03. 0:00:00;v5.6;20;raktárban;2018. 01. 03. 0:00:00;ATM;Soft 3.5;192.168.185.10;Windows;921509642
18129;Pilisvörösvár;Szőlő utca 76;2024. 09. 06. 0:00:00;v6.2;16;-;2024. 11. 06. 0:00:00;ATM;Soft 2.8;192.168.49.119;Windows;488497214
18130;Szombathely;Akácfa utca 9;2015. 06. 27. 0:00:00;v2.7;20;-;2016. 05. 27. 0:00:00;ATM;Soft 3.7;192.168.169.20;Windows;416068286
18131;Pilisvörösvár;Rákóczi tér 1;2017. 07. 20. 0:00:00;v2.1;17;aktív;2018. 12. 20. 0:00:00;ATM;Soft 4.5;192.168.133.175;Windows;221423894
18132;Makó;Temető utca 48;2017. 10. 09. 0:00:00;v5.7;19;-;2017. 12. 09. 0:00:00;ATM;Soft 3.2;192.168.10.162;Windows;411621665
18133;Sümeg;Rákóczi utca 47;2017. 10. 29. 0:00:00;v1.0;20;raktárban;2018. 04. 29. 0:00:00;ATM;Soft 2.5;192.168.19.56;Windows;678172632
18134;Pécs;Munkás utca 73;2016. 05. 02. 0:00:00;v2.5;15;-;2016. 07. 02. 0:00:00;ATM;Soft 2.7;192.168.248.76;Windows;389507028
18135;Pilisszentiván;Bem utca 28;2017. 10. 03. 0:00:00;v6.9;17;-;2019. 06. 03. 0:00:00;ATM;Soft 1.5;192.168.58.171;Windows;480600146
18136;Szentendre;Madách utca 88;2024. 09. 23. 0:00:00;v6.3;12;aktív;2026. 04. 23. 0:00:00;ATM;Soft 3.9;192.168.87.117;Windows;263388127
18137;Törökszentmiklós;Bem utca 29;2020. 09. 03. 0:00:00;v4.4;20;-;2022. 03. 03. 0:00:00;ATM;Soft 1.6;192.168.250.30;Windows;966664937
18138;Tatabánya;Mátyás király utca 78;2023. 04. 09. 0:00:00;v4.5;16;-;2024. 08. 09. 0:00:00;ATM;Soft 1.5;192.168.46.98;Windows;157005615
18139;Karcag;Szabadság utca 50;2016. 12. 13. 0:00:00;v4.9;19;raktárban;2017. 10. 13. 0:00:00;ATM;Soft 2.3;192.168.147.158;Windows;240086674
18140;Siklós;Gyöngyvirág utca 66;2017. 04. 18. 0:00:00;v2.9;19;raktárban;2018. 09. 18. 0:00:00;ATM;Soft 2.4;192.168.9.222;Windows;578817069
18141;Gyömrő;Erkel Ferenc utca 49;2018. 04. 26. 0:00:00;v7.1;13;-;2018. 11. 26. 0:00:00;ATM;Soft 4.7;192.168.66.253;Windows;374729143
18142;Pécs;Szent István utca 53;2021. 03. 08. 0:00:00;v3.2;14;raktárban;2021. 09. 08. 0:00:00;ATM;Soft 4.7;192.168.9.231;Windows;503496703
18143;Gyöngyös;Fő utca 36;2017. 10. 15. 0:00:00;v7.4;14;-;2019. 05. 15. 0:00:00;ATM;Soft 1.8;192.168.241.37;Windows;693426940
18144;Törökszentmiklós;Rózsa utca 87;2022. 11. 24. 0:00:00;v9.3;14;aktív;2024. 07. 24. 0:00:00;ATM;Soft 4.5;192.168.43.167;Windows;300490813
18145;Gyömrő;Vasút utca 30;2015. 08. 19. 0:00:00;v2.4;15;raktárban;2016. 02. 19. 0:00:00;ATM;Soft 4.6;192.168.235.164;Windows;984888553
18146;Tata;Közép utca 50;2024. 04. 20. 0:00:00;v5.5;16;aktív;2025. 06. 20. 0:00:00;ATM;Soft 3.7;192.168.92.247;Windows;871579112
18147;Marcali;Közép utca 62;2019. 02. 26. 0:00:00;v9.1;17;-;2020. 03. 26. 0:00:00;ATM;Soft 3.6;192.168.130.8;Windows;663695075
18148;Ajka;Zrínyi utca 42;2021. 05. 25. 0:00:00;v7.9;13;-;2023. 03. 25. 0:00:00;ATM;Soft 3.5;192.168.84.232;Windows;197163563
18149;Kalocsa;Jókai utca 64;2015. 12. 27. 0:00:00;v8.9;12;-;2016. 08. 27. 0:00:00;ATM;Soft 4.7;192.168.159.102;Windows;766288021
18150;Kőszeg;Petőfi utca 44;2016. 07. 01. 0:00:00;v9.9;20;-;2018. 03. 01. 0:00:00;ATM;Soft 1.7;192.168.43.20;Windows;146312538
18151;Ózd;Alkotmány utca 91;2015. 04. 27. 0:00:00;v1.2;16;-;2016. 12. 27. 0:00:00;ATM;Soft 3.4;192.168.232.137;Windows;854184306
18152;Sárbogárd;Virág utca 28;2021. 09. 02. 0:00:00;v9.7;14;aktív;2021. 10. 02. 0:00:00;ATM;Soft 1.1;192.168.130.116;Windows;646719579
18153;Pápa;Erkel Ferenc utca 27;2019. 11. 04. 0:00:00;v4.4;12;-;2021. 06. 04. 0:00:00;ATM;Soft 3.2;192.168.111.199;Windows;723519676
18154;Hajdúböszörmény;Munkás utca 90;2016. 03. 27. 0:00:00;v6.5;17;raktárban;2016. 07. 27. 0:00:00;ATM;Soft 2.9;192.168.143.105;Windows;845804543
18155;Kiskunfélegyháza;Rét utca 5;2016. 10. 16. 0:00:00;v6.4;17;aktív;2017. 09. 16. 0:00:00;ATM;Soft 4.5;192.168.144.28;Windows;150899994
18156;Kiskunhalas;Fő utca 5;2015. 06. 29. 0:00:00;v6.8;20;aktív;2015. 12. 29. 0:00:00;ATM;Soft 2.3;192.168.24.25;Windows;631329658
18157;Nagykáta;Rét utca 47;2024. 03. 08. 0:00:00;v1.7;12;aktív;2025. 05. 08. 0:00:00;ATM;Soft 1.1;192.168.192.88;Windows;668019742
